,lift,freq,error,rule
2821,3.335654596100279,0.0013,0.0,ガラス・土石製品 > 0.2526& 金属製品 > 0.0493& 非鉄金属 > 0.1360& 陸運業 <= 0.0449& 小売業 > -0.0705& 証券・商品先物取引業 <= 0.2889
2817,3.335654596100279,0.0004,0.0,建設業 <= -0.0801& 金属製品 > 0.0493& 非鉄金属 <= 0.1360& 小売業 > -0.0705& 証券・商品先物取引業 <= 0.2889& 証券・商品先物取引業 > -0.0326
1056,3.335654596100279,0.0033,0.0,電気機器 > 0.0005& その他製品 <= 0.0277& 陸運業 > -0.0624& 海運業 > -0.0912& 卸売業 <= -0.0618
2790,3.335654596100279,0.0029,0.0,金属製品 <= 0.0493& その他製品 <= -0.2021& 陸運業 <= -0.0741& 不動産業 <= -0.2488& 海運業 > -0.2504
2787,3.335654596100279,0.0004,0.0,金属製品 <= 0.0493& その他製品 <= -0.2021& パルプ・紙 <= -0.2427& 陸運業 <= -0.0741& ゴム製品 <= -0.2482& 海運業 <= -0.2504
2882,3.335654596100279,0.0071,0.0,ガラス・土石製品 <= -0.1595& ガラス・土石製品 > -0.3043& 小売業 <= -0.1959
975,3.335654596100279,0.0008,0.0,保険業 <= -0.2976& 金属製品 <= 0.0537& 非鉄金属 > -0.2044& 石油・石炭製品 <= -0.0296& 不動産業 <= -0.2557& 輸送用機器 <= 0.0807
974,3.335654596100279,0.0008,0.0,情報・通信業 > -0.0689& 水産・農林業 > -0.0149& 金属製品 <= 0.0537& 非鉄金属 <= -0.2044& 小売業 > -0.2660& 輸送用機器 <= 0.0807
2887,3.335654596100279,0.0013,0.0,電気機器 <= -0.1502& ガラス・土石製品 <= -0.1595& 鉱業 > -0.0251& 小売業 > -0.1959
884,3.335654596100279,0.0004,0.0,化学 <= -0.0759& 建設業 <= -0.1546& その他製品 <= 0.0705& 非鉄金属 <= -0.0224& 非鉄金属 <= -0.2516& 小売業 <= -0.2627
2965,3.335654596100279,0.0008,0.0,建設業 > -0.0897& 電気・ガス業 <= -0.0786& 金属製品 > 0.0270& 不動産業 <= 0.0702& 証券・商品先物取引業 <= 0.2576& 卸売業 <= 0.0001
2964,3.335654596100279,0.0071,0.0,建設業 <= -0.0897& 金属製品 > 0.0270& 証券・商品先物取引業 <= 0.2576& 卸売業 <= 0.0001
899,3.335654596100279,0.0004,0.0,化学 > -0.0759& 電気機器 > -0.0508& その他製品 <= 0.0705& 陸運業 <= -0.0761& 小売業 > 0.0090& 倉庫・運輸関連業 > -0.0600
2958,3.335654596100279,0.0004,0.0,水産・農林業 <= -0.0073& 機械 > -0.0537& 機械 > 0.1843& 金属製品 <= 0.0270& 鉱業 > -0.0439& その他製品 > 0.0857
2951,3.335654596100279,0.0004,0.0,化学 <= -0.0664& 水産・農林業 <= -0.0073& 機械 > -0.0537& 金属製品 <= 0.0270& 鉱業 <= -0.0439& ゴム製品 <= -0.1091
908,3.335654596100279,0.0017,0.0,電気機器 <= 0.1973& その他製品 > 0.0705& 不動産業 <= -0.2329& 鉄鋼 <= 0.3275& 鉄鋼 <= 0.2690
2946,3.335654596100279,0.0067,0.0,機械 <= -0.0537& 金属製品 <= 0.0270& 証券・商品先物取引業 <= -0.2345& 海運業 <= 0.0181& 繊維製品 <= -0.0276& 卸売業 > -0.0760
926,3.335654596100279,0.0004,0.0,食料品 <= -0.3075& ガラス・土石製品 <= -0.0497& その他製品 <= 0.0224& 非鉄金属 <= -0.2046& 輸送用機器 <= 0.0908
2930,3.335654596100279,0.0013,0.0,建設業 <= 0.1178& 情報・通信業 <= -0.0461& 金属製品 <= 0.0964& 非鉄金属 > 0.2261& 陸運業 > -0.0834
2929,3.335654596100279,0.0004,0.0,その他製品 > 0.0736& 非鉄金属 <= 0.2261& 陸運業 > -0.0834& バリュー > 1.68
2928,3.335654596100279,0.0017,0.0,鉱業 > 0.3994& その他製品 > 0.0736& 非鉄金属 <= 0.2261& 陸運業 > -0.0834& バリュー <= 1.68
2926,3.335654596100279,0.0004,0.0,鉱業 <= 0.3994& その他製品 > 0.0736& 非鉄金属 <= 0.2261& 陸運業 > -0.0834& 陸運業 <= -0.0826& バリュー <= 1.68
942,3.335654596100279,0.0004,0.0,電気機器 <= 0.1795& 鉱業 <= -0.0679& その他製品 > 0.0224& 医薬品 <= 0.0170& 医薬品 > 0.0117& 輸送用機器 <= 0.0908
944,3.335654596100279,0.0025,0.0,空運業 <= -0.2332& 電気機器 <= 0.1795& 金属製品 <= 0.0558& その他製品 > 0.0224& 医薬品 > 0.0170& 輸送用機器 <= 0.0908
2915,3.335654596100279,0.0104,0.0,空運業 > -0.1360& 情報・通信業 > -0.0619& その他製品 <= -0.0817& 陸運業 <= -0.0834& 海運業 > -0.2967
949,3.335654596100279,0.0038,0.0,電気機器 > 0.1795& 金属製品 > -0.0204& その他製品 > 0.0224& 輸送用機器 <= 0.0908
950,3.335654596100279,0.0004,0.0,空運業 <= -0.0580& 空運業 <= -0.0799& 電気・ガス業 <= -0.0935& 輸送用機器 > 0.0908
2911,3.335654596100279,0.0004,0.0,空運業 <= -0.1360& 空運業 > -0.2720& 陸運業 <= -0.0834& 海運業 > -0.2967& 鉄鋼 > -0.2235& 卸売業 > -0.0269
2908,3.335654596100279,0.0025,0.0,空運業 <= -0.1360& 空運業 <= -0.2720& 陸運業 <= -0.0834& 海運業 > -0.2967
959,3.335654596100279,0.0046,0.0,電気・ガス業 > -0.0935& その他金融業 <= 0.0507& 非鉄金属 > -0.0191& パルプ・紙 <= -0.0731& 輸送用機器 > 0.0908
2903,3.335654596100279,0.0092,0.0,電気・ガス業 <= -0.0890& その他金融業 > -0.3535& ガラス・土石製品 > -0.1595& 金属製品 > 0.0454& 繊維製品 > 0.1338
970,3.335654596100279,0.0017,0.0,金属製品 <= 0.0537& 非鉄金属 <= -0.2044& 小売業 <= -0.2660& 輸送用機器 <= 0.0807
2890,3.335654596100279,0.0004,0.0,電気機器 > -0.1502& ガラス・土石製品 <= -0.1595& パルプ・紙 <= -0.1836& 小売業 > -0.1959& ゴム製品 > -0.2178
2888,3.335654596100279,0.0033,0.0,電気機器 > -0.1502& ガラス・土石製品 <= -0.1595& 小売業 > -0.1959& 小売業 <= -0.0999& ゴム製品 <= -0.2178
1071,3.335654596100279,0.0042,0.0,銀行業 <= -0.2666& その他製品 > 0.0277& 小売業 > -0.0859& 鉄鋼 <= 0.2224
1074,3.335654596100279,0.0004,0.0,銀行業 > -0.2666& 電気・ガス業 <= 0.0261& 鉱業 <= -0.1706& その他製品 > 0.0277& 不動産業 > -0.2263& 鉄鋼 <= 0.2224
2983,3.335654596100279,0.0004,0.0,非鉄金属 <= -0.2121& 非鉄金属 <= -0.5439& パルプ・紙 <= -0.0842& 鉄鋼 <= -0.1049& 卸売業 <= -0.1154
2669,3.335654596100279,0.0008,0.0,建設業 <= -0.1967& 水産・農林業 > -0.1980& 小売業 <= -0.1702& 証券・商品先物取引業 <= -0.1216& サービス業 > -0.2077& サービス業 <= -0.2009
2704,3.335654596100279,0.0017,0.0,電気・ガス業 <= -0.0932& パルプ・紙 > -0.1016& ゴム製品 <= 0.0314& 海運業 <= -0.0348& 輸送用機器 <= 0.0718& 輸送用機器 > -0.0491
1157,3.335654596100279,0.0004,0.0,保険業 > -0.1043& パルプ・紙 <= -0.0874& パルプ・紙 > -0.1285& 小売業 > -0.0650& 卸売業 > -0.1068& 倉庫・運輸関連業 <= -0.1074
2697,3.335654596100279,0.0004,0.0,空運業 <= -0.1262& 電気・ガス業 <= -0.0932& パルプ・紙 <= -0.1016& マーケット <= -8.33
2688,3.335654596100279,0.0063,0.0,電気機器 > 0.1024& 水産・農林業 > -0.1207& 機械 > -0.0841& その他製品 > 0.0295& 陸運業 <= -0.0531& 小売業 > -0.1702
1170,3.335654596100279,0.0008,0.0,情報・通信業 <= -0.0750& 電気機器 > -0.0595& パルプ・紙 > -0.0874& 石油・石炭製品 <= -0.1835& 精密機器 <= 0.1178& 精密機器 > 0.0530
1173,3.335654596100279,0.0054,0.0,情報・通信業 > -0.0750& 電気機器 > -0.0595& 鉱業 > 0.3232& パルプ・紙 > -0.0874& パルプ・紙 <= 0.0415& 精密機器 <= 0.1178
2680,3.335654596100279,0.0004,0.0,空運業 > -0.2932& 水産・農林業 > 0.0159& 機械 <= -0.0841& パルプ・紙 > -0.0590& 小売業 > -0.1702& 繊維製品 <= -0.1620
2678,3.335654596100279,0.0029,0.0,空運業 > -0.2932& 空運業 <= -0.0360& 水産・農林業 > 0.0159& 機械 <= -0.0841& パルプ・紙 <= -0.0590& 小売業 > -0.1702
2677,3.335654596100279,0.0017,0.0,空運業 > -0.2932& 水産・農林業 <= 0.0159& 機械 <= -0.0841& 小売業 > -0.1702& 鉄鋼 > -0.0695& サービス業 > -0.0432
1177,3.335654596100279,0.0029,0.0,化学 <= 0.0538& その他金融業 > 0.0521& 水産・農林業 <= -0.0062& 食料品 <= 0.1231& パルプ・紙 > -0.0874& 精密機器 > 0.1178
2675,3.335654596100279,0.0004,0.0,空運業 > -0.2932& 水産・農林業 <= 0.0159& 機械 <= -0.0841& 非鉄金属 > -0.0167& 小売業 > -0.1702& 鉄鋼 <= -0.0695
2673,3.335654596100279,0.0029,0.0,空運業 <= -0.2932& 機械 <= -0.0841& 小売業 > -0.1702
1185,3.335654596100279,0.0008,0.0,食料品 > 0.1231& 鉱業 > 0.3162& パルプ・紙 > -0.0874& パルプ・紙 <= 0.1914& 精密機器 > 0.1178
2776,3.335654596100279,0.0033,0.0,化学 > 0.0866& 電気機器 <= 0.2715& 水産・農林業 <= -0.0461& その他製品 > 0.0277& 小売業 <= 0.1241
1186,3.335654596100279,0.0013,0.0,食料品 > 0.1231& パルプ・紙 > -0.0874& パルプ・紙 > 0.1914& 精密機器 > 0.1178& 精密機器 <= 0.3462
2668,3.335654596100279,0.0004,0.0,水産・農林業 <= -0.1980& 小売業 <= -0.1702& サービス業 > -0.2077& マーケット > 1.705
1188,3.335654596100279,0.0004,0.0,電気・ガス業 <= -0.0683& 水産・農林業 <= -0.2044& 金属製品 <= 0.0516& 輸送用機器 <= -0.4227& 卸売業 <= -0.0711
2667,3.335654596100279,0.0004,0.0,電気機器 > -0.0698& 水産・農林業 <= -0.1980& 小売業 <= -0.1702& サービス業 > -0.2077& マーケット <= 1.705
1191,3.335654596100279,0.0008,0.0,空運業 <= -0.1201& 電気・ガス業 <= -0.0683& 水産・農林業 > -0.2044& 金属製品 <= 0.0516& 医薬品 <= -0.0961& 卸売業 <= -0.0711
2664,3.335654596100279,0.0004,0.0,非鉄金属 <= -0.5263& 小売業 <= -0.1702& サービス業 <= -0.2077
1196,3.335654596100279,0.0025,0.0,電気・ガス業 > -0.0683& 水産・農林業 <= -0.0131& ガラス・土石製品 <= -0.0086& 金属製品 <= 0.0516& 石油・石炭製品 > 0.0743& 卸売業 <= -0.0711
1197,3.335654596100279,0.0063,0.0,電気・ガス業 > -0.0683& 水産・農林業 > -0.0131& ガラス・土石製品 <= -0.0086& 金属製品 <= 0.0516& ゴム製品 <= -0.2183& 卸売業 <= -0.0711
1199,3.335654596100279,0.0042,0.0,電気・ガス業 > -0.0683& ガラス・土石製品 > -0.0086& 金属製品 <= 0.0516& 卸売業 <= -0.0711
2651,3.335654596100279,0.0013,0.0,電気・ガス業 > -0.0965& 食料品 <= -0.0351& パルプ・紙 <= -0.0922& パルプ・紙 > -0.1350& 小売業 > -0.0368& 鉄鋼 > -0.1031
2647,3.335654596100279,0.0021,0.0,電気・ガス業 > -0.0965& 鉱業 > 0.1307& 非鉄金属 > -0.0209& 鉄鋼 <= -0.1031
2639,3.335654596100279,0.0054,0.0,電気機器 > 0.2352& 電気・ガス業 <= -0.0965& 食料品 > -0.0978& その他製品 > 0.0569& 不動産業 > 0.0507
1150,3.335654596100279,0.0054,0.0,ガラス・土石製品 <= -0.0608& パルプ・紙 <= -0.0874& パルプ・紙 <= -0.1285& 石油・石炭製品 <= 0.0368& 精密機器 > -0.0556& 卸売業 > -0.1068
2706,3.335654596100279,0.0008,0.0,電気・ガス業 <= -0.0932& パルプ・紙 > -0.1016& ゴム製品 <= 0.0314& 輸送用機器 > 0.0718
1148,3.335654596100279,0.0008,0.0,機械 > -0.0780& パルプ・紙 <= -0.0874& パルプ・紙 <= -0.1285& 精密機器 <= -0.0556& 証券・商品先物取引業 <= -0.1800& 卸売業 > -0.1068
1146,3.335654596100279,0.0092,0.0,その他金融業 <= -0.1370& 機械 <= -0.0780& パルプ・紙 <= -0.0874& パルプ・紙 <= -0.1285& 精密機器 <= -0.0556& 卸売業 > -0.1068
1081,3.335654596100279,0.0004,0.0,その他製品 > 0.0277& 非鉄金属 <= 0.1813& 鉄鋼 > 0.2224& 鉄鋼 > 0.3400& 輸送用機器 <= 0.1222& 卸売業 <= 0.1265
1084,3.335654596100279,0.0017,0.0,その他製品 > 0.0277& 非鉄金属 <= 0.1813& 非鉄金属 > 0.1450& 鉄鋼 > 0.2224& サービス業 <= 0.0872& 輸送用機器 > 0.1222
2766,3.335654596100279,0.0008,0.0,化学 <= 0.0866& 保険業 <= -0.1503& 機械 > -0.0241& その他製品 > 0.0277& 陸運業 <= -0.0807
2764,3.335654596100279,0.0013,0.0,化学 > -0.0701& 建設業 > 0.0900& 水産・農林業 > -0.0002& その他製品 <= 0.0277& ゴム製品 > 0.1214
1092,3.335654596100279,0.0004,0.0,食料品 > -0.1089& 金属製品 <= 0.0516& 非鉄金属 <= -0.1996& ゴム製品 <= -0.3693& 海運業 <= -0.0900& マーケット <= -3.01
1095,3.335654596100279,0.0017,0.0,電気・ガス業 <= -0.1369& 金属製品 <= 0.0516& 非鉄金属 <= -0.1996& マーケット > -3.01
1097,3.335654596100279,0.0004,0.0,銀行業 > -0.1069& 電気・ガス業 > -0.1369& 金属製品 <= 0.0516& 非鉄金属 <= -0.1996& 石油・石炭製品 <= -0.3381& マーケット > -3.01
2757,3.335654596100279,0.0013,0.0,空運業 > -0.1408& 化学 > -0.0701& 水産・農林業 <= -0.0002& 鉱業 > 0.1690& その他製品 <= 0.0277& 陸運業 <= -0.0892
2750,3.335654596100279,0.0004,0.0,化学 <= -0.0701& 電気・ガス業 > -0.0431& 食料品 <= -0.1289& その他製品 <= 0.0277& 繊維製品 > -0.0493& 倉庫・運輸関連業 > -0.0906
2749,3.335654596100279,0.0025,0.0,化学 <= -0.0701& 電気・ガス業 > -0.0431& その他製品 <= 0.0277& 繊維製品 > -0.0493& 倉庫・運輸関連業 <= -0.0906
2748,3.335654596100279,0.0017,0.0,化学 <= -0.0701& 電気・ガス業 > -0.0431& その他製品 <= 0.0277& 非鉄金属 > -0.0298& 繊維製品 <= -0.0493& 倉庫・運輸関連業 > -0.1184
1111,3.335654596100279,0.0004,0.0,電気機器 <= 0.2054& 金属製品 > 0.0516& 非鉄金属 <= 0.1399& 小売業 <= -0.1138& 鉄鋼 <= 0.2024
2743,3.335654596100279,0.0008,0.0,化学 <= -0.0701& 電気・ガス業 <= -0.0431& 食料品 <= -0.1675& その他製品 <= 0.0277& ゴム製品 > -0.1044& 卸売業 > -0.1377
1115,3.335654596100279,0.0029,0.0,建設業 > 0.1051& 電気機器 <= 0.2054& 金属製品 > 0.0516& 金属製品 <= 0.1069& 非鉄金属 > 0.1399& 鉄鋼 <= 0.2024
2737,3.335654596100279,0.0004,0.0,銀行業 <= -0.1434& 化学 <= -0.0701& 電気・ガス業 <= -0.0431& その他製品 <= 0.0277& 石油・石炭製品 <= -0.4520& 卸売業 <= -0.1377
1124,3.335654596100279,0.0042,0.0,銀行業 <= 0.2288& 電気機器 > 0.2601& 金属製品 > 0.0516& ゴム製品 <= 0.0963& 鉄鋼 > 0.2024
1130,3.335654596100279,0.0008,0.0,建設業 > 0.3117& 保険業 <= 0.3322& 金属製品 > 0.0516& ゴム製品 > 0.0963& 鉄鋼 > 0.2024& 卸売業 > 0.3115
1131,3.335654596100279,0.0013,0.0,化学 <= 0.3234& 保険業 > 0.3322& 金属製品 > 0.0516& ゴム製品 > 0.0963& 鉄鋼 > 0.2024& 卸売業 > 0.3115
2728,3.335654596100279,0.0004,0.0,情報・通信業 <= 0.0336& 電気・ガス業 > -0.0932& 非鉄金属 > 0.2318& パルプ・紙 > 0.0188& 精密機器 > 0.2106& 卸売業 <= 0.2821
1133,3.335654596100279,0.0004,0.0,空運業 <= -0.0532& 電気・ガス業 <= -0.0684& パルプ・紙 <= -0.0874& 精密機器 <= -0.4131& 海運業 <= -0.0898& 卸売業 <= -0.1068
2720,3.335654596100279,0.0109,0.0,電気・ガス業 > -0.0932& 金属製品 <= 0.0611& 鉱業 > 0.0048& 非鉄金属 <= 0.2318& 小売業 > 0.1314& 卸売業 > -0.0659
1139,3.335654596100279,0.0004,0.0,空運業 > -0.0250& 銀行業 > -0.0534& 電気・ガス業 > -0.0684& パルプ・紙 <= -0.0874& 海運業 <= -0.0898& 卸売業 <= -0.1068
2712,3.335654596100279,0.0104,0.0,電気・ガス業 <= -0.0932& ガラス・土石製品 > 0.0812& 鉱業 > -0.0077& パルプ・紙 > -0.1016& 小売業 > 0.0313& ゴム製品 > 0.0314
1142,3.335654596100279,0.0008,0.0,電気機器 > -0.0629& 電気・ガス業 > -0.0117& 鉱業 <= -0.1241& パルプ・紙 <= -0.0874& 海運業 > -0.0898& 卸売業 <= -0.1068
1144,3.335654596100279,0.0004,0.0,鉱業 > -0.1241& パルプ・紙 <= -0.0874& 海運業 > -0.0898& 輸送用機器 <= -0.0927& 卸売業 <= -0.1068& マーケット > 1.485
2982,3.335654596100279,0.0021,0.0,空運業 > -0.0583& 金属製品 > 0.0270& 金属製品 > 0.2460& 非鉄金属 > 0.2252& 証券・商品先物取引業 > 0.2576& 卸売業 > 0.3089
2984,3.335654596100279,0.0004,0.0,非鉄金属 <= -0.2121& 非鉄金属 > -0.5439& パルプ・紙 <= -0.0842& ゴム製品 <= -0.3693& 鉄鋼 <= -0.1049& 卸売業 <= -0.1154
1224,3.335654596100279,0.0013,0.0,情報・通信業 <= 0.0546& 電気機器 > 0.2591& ガラス・土石製品 > 0.1818& 金属製品 > 0.0516& 海運業 > 0.1894
616,3.335654596100279,0.0117,0.0,食料品 <= -0.0779& ガラス・土石製品 > -0.0745& 鉱業 > 0.0171& 陸運業 <= -0.0761& 鉄鋼 <= 0.0295
3288,3.335654596100279,0.0004,0.0,非鉄金属 <= -0.1996& バリュー > 2.135
3284,3.335654596100279,0.0004,0.0,空運業 > -0.0158& 電気・ガス業 <= -0.0931& 非鉄金属 <= -0.1996& 繊維製品 > -0.2300& バリュー <= 2.135
3278,3.335654596100279,0.0021,0.0,化学 <= -0.2382& 非鉄金属 <= -0.1996& 小売業 <= -0.2669& 繊維製品 <= -0.2300& バリュー <= 2.135
3276,3.335654596100279,0.0038,0.0,銀行業 > 0.2570& 建設業 <= 0.1501& 電気機器 > 0.1973& 非鉄金属 > -0.1996& パルプ・紙 > -0.0950& 医薬品 > -0.0907
598,3.335654596100279,0.0071,0.0,ガラス・土石製品 <= -0.0745& 機械 <= -0.0532& 鉱業 > -0.1556& パルプ・紙 <= -0.2229
600,3.335654596100279,0.0004,0.0,電気機器 <= -0.1999& ガラス・土石製品 <= -0.0745& 機械 <= -0.0532& パルプ・紙 > -0.2229& 海運業 > 0.0037
601,3.335654596100279,0.0042,0.0,空運業 <= -0.2492& 電気機器 > -0.1999& ガラス・土石製品 <= -0.0745& 機械 <= -0.0532& パルプ・紙 > -0.2229
603,3.335654596100279,0.0017,0.0,空運業 > -0.2492& 電気機器 > -0.1999& ガラス・土石製品 <= -0.0745& 機械 <= -0.0532& 鉱業 > 0.1748& パルプ・紙 > -0.2229
606,3.335654596100279,0.0008,0.0,電気・ガス業 > 0.0426& その他金融業 <= -0.1566& ガラス・土石製品 <= -0.0745& 機械 > -0.0532& 医薬品 > -0.0363
3262,3.335654596100279,0.0029,0.0,建設業 > 0.0340& 非鉄金属 > -0.1996& 医薬品 <= -0.0907& 証券・商品先物取引業 > -0.1238
3260,3.335654596100279,0.0004,0.0,建設業 <= 0.0340& 保険業 <= -0.1841& 非鉄金属 > -0.1996& 医薬品 <= -0.0907& 証券・商品先物取引業 > -0.1238
612,3.335654596100279,0.0017,0.0,空運業 > 0.0547& 建設業 <= -0.1520& ガラス・土石製品 > -0.0745& 鉱業 <= 0.0171& 陸運業 <= -0.0761
3250,3.335654596100279,0.0004,0.0,空運業 <= -0.0155& 非鉄金属 <= -0.1996& パルプ・紙 > -0.2235& 海運業 > -0.0758& 卸売業 <= -0.2033
3182,3.335654596100279,0.0008,0.0,空運業 <= -0.1280& 空運業 > -0.2508& 空運業 > -0.1305& 水産・農林業 <= 0.0001& ガラス・土石製品 <= -0.0330& 卸売業 > -0.1770
626,3.335654596100279,0.0008,0.0,銀行業 <= -0.2383& 電気・ガス業 <= 0.0412& ガラス・土石製品 > -0.0745& その他製品 > 0.0292& 非鉄金属 <= 0.2612& 陸運業 > -0.0761
631,3.335654596100279,0.0013,0.0,化学 > 0.1137& ガラス・土石製品 > -0.0745& 非鉄金属 > 0.2612& 陸運業 > -0.0761& サービス業 <= 0.1303& サービス業 <= 0.0185
3235,3.335654596100279,0.0017,0.0,水産・農林業 > -0.0374& 食料品 <= 0.0596& 鉱業 > 0.3679& 海運業 > 0.2040& 鉄鋼 > -0.1131& 卸売業 > 0.1729
644,3.335654596100279,0.0004,0.0,化学 > -0.1634& ガラス・土石製品 > -0.0571& 金属製品 <= -0.0916& 非鉄金属 <= -0.1685& マーケット <= 3.22
3220,3.335654596100279,0.0004,0.0,鉱業 > -0.2171& パルプ・紙 > -0.2269& 陸運業 > -0.0793& 小売業 > -0.2350& 鉄鋼 <= -0.1131& サイズ > 1.945
647,3.335654596100279,0.0004,0.0,化学 > -0.1634& 非鉄金属 <= -0.1685& 鉄鋼 > -0.1065& マーケット > 3.22
651,3.335654596100279,0.0025,0.0,食料品 <= -0.1142& 食料品 > -0.1473& 非鉄金属 > -0.1685& 証券・商品先物取引業 <= -0.0074& サービス業 > -0.0807& 卸売業 > -0.2000
3207,3.335654596100279,0.0008,0.0,電気機器 > 0.2591& 水産・農林業 > 0.0001& 機械 > 0.3469& 機械 > 0.3667& サービス業 <= 0.1643& 卸売業 > -0.1770
659,3.335654596100279,0.0013,0.0,空運業 > 0.1439& 食料品 > -0.1142& ガラス・土石製品 > -0.0231& 非鉄金属 > -0.1685& 証券・商品先物取引業 <= -0.0074& 海運業 > 0.1498
3198,3.335654596100279,0.0079,0.0,電気機器 <= 0.2591& 水産・農林業 > 0.0001& 金属製品 <= 0.0278& 小売業 > 0.0665& 海運業 > 0.1101& 卸売業 > -0.1770
671,3.335654596100279,0.0008,0.0,電気機器 > 0.2591& 鉱業 > 0.1819& 非鉄金属 > -0.1685& 陸運業 <= 0.1925& 証券・商品先物取引業 > -0.0074& マーケット <= -0.71
673,3.335654596100279,0.0013,0.0,電気機器 > 0.2591& 鉱業 > 0.1819& 非鉄金属 > -0.1685& 陸運業 > 0.1925& 証券・商品先物取引業 > -0.0074
583,3.335654596100279,0.0004,0.0,食料品 <= -0.0246& 医薬品 <= 0.1294& 精密機器 > 0.1325& 陸運業 > -0.0778& ゴム製品 <= 0.0889& 卸売業 > 0.2377
